contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDate,optionType
SPY250530P00601000,2025-05-28 18:01:38+00:00,601.0,11.43,13.24,13.39,1.4500008,14.529066,48.0,126.0,0.17188328125000002,True,REGULAR,USD,2025-05-30,put
SPY250530P00602000,2025-05-28 19:58:03+00:00,602.0,14.32,14.18,14.34,2.0599995,16.802605,67.0,48.0,0.16602396484375004,True,REGULAR,USD,2025-05-30,put
SPY250530P00603000,2025-05-27 19:56:59+00:00,603.0,12.55,15.13,15.31,0.0,0.0,2.0,12.0,0.161141201171875,True,REGULAR,USD,2025-05-30,put
SPY250530P00604000,2025-05-28 19:55:44+00:00,604.0,16.75,14.25,18.05,-1.0200005,-5.7400136,3.0,12.0,0.4068662829589844,True,REGULAR,USD,2025-05-30,put
SPY250530P00605000,2025-05-28 19:32:33+00:00,605.0,15.78,15.24,19.04,1.6899996,11.994319,14.0,34.0,0.4211483666992188,True,REGULAR,USD,2025-05-30,put
SPY250530P00606000,2025-05-28 18:52:55+00:00,606.0,17.03,16.64,19.63,1.0300007,6.4375043,3.0,38.0,0.39819937744140627,True,REGULAR,USD,2025-05-30,put
SPY250530P00607000,2025-05-28 14:07:48+00:00,607.0,16.47,17.64,20.63,0.39999962,2.4891078,4.0,25.0,0.41223732299804683,True,REGULAR,USD,2025-05-30,put
SPY250530P00608000,2025-05-23 15:37:00+00:00,608.0,28.91,18.64,21.63,0.0,0.0,1.0,4.0,0.42627526855468756,True,REGULAR,USD,2025-05-30,put
SPY250530P00609000,2025-05-28 13:51:01+00:00,609.0,18.1,19.69,22.63,-5.129999,-22.083511,6.0,15.0,0.44006907592773437,True,REGULAR,USD,2025-05-30,put
SPY250530P00610000,2025-05-28 19:52:20+00:00,610.0,21.96,20.69,23.63,1.9599991,9.799995,57.0,21.0,0.45386288330078123,True,REGULAR,USD,2025-05-30,put
SPY250530P00611000,2025-05-21 17:33:28+00:00,611.0,25.0,21.69,24.63,0.0,0.0,1.0,0.0,0.4672904833984375,True,REGULAR,USD,2025-05-30,put
SPY250530P00612000,2025-05-20 19:04:47+00:00,612.0,22.24,22.64,25.63,0.0,0.0,6.0,0.0,0.48071808349609374,True,REGULAR,USD,2025-05-30,put
SPY250530P00613000,2025-05-22 19:02:14+00:00,613.0,26.97,23.6,26.63,0.0,0.0,22.0,1.0,0.49414568359375005,True,REGULAR,USD,2025-05-30,put
SPY250530P00614000,2025-05-28 17:08:17+00:00,614.0,23.35,24.64,27.63,-5.1499996,-18.070173,3.0,3.0,0.5073291455078125,True,REGULAR,USD,2025-05-30,put
SPY250530P00615000,2025-05-28 14:58:03+00:00,615.0,25.57,25.6,28.63,-5.41,-17.46288,2.0,0.0,0.5202684692382812,True,REGULAR,USD,2025-05-30,put
SPY250530P00616000,2025-04-08 19:06:36+00:00,616.0,117.0,50.75,52.76,0.0,0.0,4.0,0.0,2.019902411193848,True,REGULAR,USD,2025-05-30,put
SPY250530P00617000,2025-05-23 15:34:48+00:00,617.0,37.97,27.6,30.63,0.0,0.0,1.0,1.0,0.5461471166992189,True,REGULAR,USD,2025-05-30,put
SPY250530P00618000,2025-05-15 20:09:45+00:00,618.0,27.75,28.62,31.63,0.0,0.0,2.0,0.0,0.5590864404296876,True,REGULAR,USD,2025-05-30,put
SPY250530P00619000,2025-05-14 13:36:03+00:00,619.0,30.24,29.64,32.88,0.0,0.0,2.0,0.0,0.6003457934570313,True,REGULAR,USD,2025-05-30,put
SPY250530P00620000,2025-05-28 16:36:28+00:00,620.0,29.88,30.64,33.88,0.5799999,1.979522,6.0,1.0,0.6132851171875001,True,REGULAR,USD,2025-05-30,put
SPY250530P00621000,2025-05-28 18:52:14+00:00,621.0,32.81,31.64,34.88,-46.039997,-58.389343,10.0,0.0,0.6262244409179689,True,REGULAR,USD,2025-05-30,put
SPY250530P00622000,2025-05-21 17:20:29+00:00,622.0,34.65,32.64,35.88,0.0,0.0,1.0,0.0,0.6389196264648438,True,REGULAR,USD,2025-05-30,put
SPY250530P00623000,2025-04-07 14:22:06+00:00,623.0,114.12,0.0,0.0,0.0,0.0,10.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,2025-05-30,put
SPY250530P00624000,2025-05-16 17:16:06+00:00,624.0,31.01,34.6,38.06,0.0,0.0,26.0,0.0,0.6850617431640625,True,REGULAR,USD,2025-05-30,put
SPY250530P00625000,2025-05-28 19:54:23+00:00,625.0,37.96,35.62,39.03,-7.040001,-15.644447,10.0,0.0,0.694338994140625,True,REGULAR,USD,2025-05-30,put
SPY250530P00626000,2025-05-15 20:09:44+00:00,626.0,35.51,36.6,40.06,0.0,0.0,3.0,0.0,0.7104521142578125,True,REGULAR,USD,2025-05-30,put
SPY250530P00627000,2025-05-15 20:09:44+00:00,627.0,36.62,37.6,41.06,0.0,0.0,2.0,0.0,0.7229031616210937,True,REGULAR,USD,2025-05-30,put
SPY250530P00629000,2025-05-13 19:59:38+00:00,629.0,41.84,39.6,43.14,0.0,0.0,2.0,0.0,0.7573266455078126,True,REGULAR,USD,2025-05-30,put
SPY250530P00630000,2025-03-26 16:01:50+00:00,630.0,59.31,78.13,80.13,0.0,0.0,22.0,0.0,3.091921215515136,True,REGULAR,USD,2025-05-30,put
SPY250530P00631000,2025-05-06 19:23:03+00:00,631.0,70.57,41.6,45.06,0.0,0.0,2.0,0.0,0.772463212890625,True,REGULAR,USD,2025-05-30,put
SPY250530P00632000,2025-04-09 16:09:52+00:00,632.0,133.16,66.76,68.76,0.0,0.0,,0.0,2.333866470031738,True,REGULAR,USD,2025-05-30,put
SPY250530P00634000,2025-05-21 17:16:03+00:00,634.0,44.53,44.6,48.06,0.0,0.0,,0.0,0.8090839404296875,True,REGULAR,USD,2025-05-30,put
SPY250530P00635000,2025-05-06 14:29:55+00:00,635.0,74.05,45.6,49.03,0.0,0.0,2.0,0.0,0.8173846386718748,True,REGULAR,USD,2025-05-30,put
SPY250530P00640000,2025-04-11 15:31:02+00:00,640.0,116.59,0.0,0.0,0.0,0.0,10.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,2025-05-30,put
SPY250530P00645000,2025-04-07 17:00:36+00:00,645.0,143.84,0.0,0.0,0.0,0.0,,0.0,1.0000000000000003e-05,True,REGULAR,USD,2025-05-30,put
SPY250602C00530000,2025-05-27 14:39:20+00:00,530.0,58.18,56.3,59.86,0.0,0.0,6.0,6.0,0.6892120922851563,True,REGULAR,USD,2025-06-02,call
SPY250602C00540000,2025-05-28 17:39:23+00:00,540.0,50.0,46.51,49.87,-0.7400017,-1.4584187,27.0,7.0,0.5959513061523438,True,REGULAR,USD,2025-06-02,call
SPY250602C00545000,2025-05-28 20:05:14+00:00,545.0,42.17,41.51,44.88,-3.9700012,-8.604251,8.0,3.0,0.549076774902344,True,REGULAR,USD,2025-06-02,call
SPY250602C00550000,2025-05-28 19:56:24+00:00,550.0,37.95,36.57,39.89,-2.9099998,-7.1218796,8.0,11.0,0.5018360363769532,True,REGULAR,USD,2025-06-02,call
SPY250602C00552000,2025-05-23 17:18:44+00:00,552.0,29.96,34.32,37.85,0.0,0.0,2.0,1.0,0.47961946166992186,True,REGULAR,USD,2025-06-02,call
SPY250602C00553000,2025-05-23 16:50:57+00:00,553.0,27.71,33.36,36.77,0.0,0.0,2.0,0.0,0.4643608251953125,True,REGULAR,USD,2025-06-02,call
SPY250602C00554000,2025-05-28 18:40:00+00:00,554.0,36.57,32.32,35.87,10.629999,40.979176,1.0,0.0,0.46155323608398446,True,REGULAR,USD,2025-06-02,call
SPY250602C00555000,2025-05-27 16:47:35+00:00,555.0,35.55,31.54,34.87,0.0,0.0,9.0,7.0,0.45178770874023444,True,REGULAR,USD,2025-06-02,call
SPY250602C00556000,2025-05-23 19:12:57+00:00,556.0,26.72,30.37,33.86,0.0,0.0,4.0,0.0,0.4412897668457031,True,REGULAR,USD,2025-06-02,call
SPY250602C00557000,2025-05-28 19:38:47+00:00,557.0,32.3,29.32,32.81,0.80999947,2.5722435,1.0,1.0,0.42810630493164065,True,REGULAR,USD,2025-06-02,call
SPY250602C00558000,2025-05-23 16:50:57+00:00,558.0,23.04,28.39,31.89,0.0,0.0,4.0,0.0,0.4234676794433594,True,REGULAR,USD,2025-06-02,call
SPY250602C00559000,2025-05-23 15:52:56+00:00,559.0,21.41,29.2,29.36,0.0,0.0,12.0,3.0,0.2930978894042968,True,REGULAR,USD,2025-06-02,call
SPY250602C00560000,2025-05-27 19:59:57+00:00,560.0,31.5,28.21,28.37,0.0,0.0,8.0,22.0,0.28613995117187496,True,REGULAR,USD,2025-06-02,call
SPY250602C00561000,2025-05-23 19:12:57+00:00,561.0,22.09,27.22,27.38,0.0,0.0,8.0,1.0,0.27893787475585935,True,REGULAR,USD,2025-06-02,call
SPY250602C00562000,2025-05-27 16:50:22+00:00,562.0,28.6,26.23,26.4,0.0,0.0,2.0,3.0,0.2727123510742187,True,REGULAR,USD,2025-06-02,call
SPY250602C00563000,2025-05-27 14:25:28+00:00,563.0,25.64,25.25,25.42,0.0,0.0,2.0,3.0,0.26636475830078127,True,REGULAR,USD,2025-06-02,call
SPY250602C00564000,2025-05-28 15:09:21+00:00,564.0,26.07,24.27,24.44,8.789999,50.868046,13.0,1.0,0.2600171655273438,True,REGULAR,USD,2025-06-02,call
SPY250602C00565000,2025-05-28 20:04:17+00:00,565.0,23.15,23.3,23.46,4.1399994,21.778008,4.0,41.0,0.2534254345703125,True,REGULAR,USD,2025-06-02,call
SPY250602C00566000,2025-05-27 18:46:00+00:00,566.0,25.35,22.33,22.49,0.0,0.0,26.0,22.0,0.2474440490722656,True,REGULAR,USD,2025-06-02,call
SPY250602C00567000,2025-05-28 14:58:46+00:00,567.0,23.09,21.36,21.52,-1.0300007,-4.2703176,7.0,12.0,0.24134059448242187,True,REGULAR,USD,2025-06-02,call
SPY250602C00568000,2025-05-28 18:17:19+00:00,568.0,22.64,20.4,20.56,-0.960001,-4.0678005,28.0,72.0,0.23584748535156247,True,REGULAR,USD,2025-06-02,call
SPY250602C00569000,2025-05-28 14:37:51+00:00,569.0,21.31,19.45,19.61,-1.0600014,-4.738495,6.0,13.0,0.23084265258789063,True,REGULAR,USD,2025-06-02,call
SPY250602C00570000,2025-05-28 18:54:21+00:00,570.0,19.43,18.51,18.68,-1.039999,-5.080601,60.0,122.0,0.22705851074218747,True,REGULAR,USD,2025-06-02,call
SPY250602C00571000,2025-05-28 19:37:12+00:00,571.0,18.57,17.58,17.73,-1.9099998,-9.326171,20.0,12.0,0.22132126342773437,True,REGULAR,USD,2025-06-02,call
SPY250602C00572000,2025-05-28 18:31:12+00:00,572.0,18.9,16.65,16.8,-1.0,-5.0251255,11.0,17.0,0.21656056884765623,True,REGULAR,USD,2025-06-02,call
SPY250602C00573000,2025-05-28 17:48:46+00:00,573.0,17.54,15.75,15.89,0.83000183,4.967097,1.0,32.0,0.21265435791015624,True,REGULAR,USD,2025-06-02,call
SPY250602C00574000,2025-05-28 19:37:12+00:00,574.0,15.81,14.85,14.99,-1.6300001,-9.346331,27.0,122.0,0.20887021606445308,True,REGULAR,USD,2025-06-02,call
SPY250602C00575000,2025-05-28 19:59:01+00:00,575.0,13.7,13.97,14.1,-3.12,-18.549347,5.0,101.0,0.20508607421874997,True,REGULAR,USD,2025-06-02,call
SPY250602C00576000,2025-05-28 16:37:13+00:00,576.0,15.23,13.09,13.23,-0.75,-4.693367,6.0,226.0,0.2016681396484375,True,REGULAR,USD,2025-06-02,call
SPY250602C00577000,2025-05-28 19:58:30+00:00,577.0,12.12,12.24,12.37,-3.29,-21.349773,5.0,170.0,0.1981281359863281,True,REGULAR,USD,2025-06-02,call
SPY250602C00578000,2025-05-28 19:58:30+00:00,578.0,11.3,11.41,11.53,-2.6999998,-19.285711,8.0,198.0,0.19489330505371094,True,REGULAR,USD,2025-06-02,call
SPY250602C00579000,2025-05-28 20:00:07+00:00,579.0,10.35,10.6,10.71,-2.6499996,-20.384613,3.0,201.0,0.19178054321289065,True,REGULAR,USD,2025-06-02,call
SPY250602C00580000,2025-05-28 20:06:13+00:00,580.0,10.0,9.8,9.91,-3.1000004,-23.664124,65.0,830.0,0.18885088500976563,True,REGULAR,USD,2025-06-02,call
SPY250602C00581000,2025-05-28 19:59:53+00:00,581.0,9.05,9.03,9.13,-2.5500002,-21.98276,209.0,357.0,0.18579915771484373,True,REGULAR,USD,2025-06-02,call
SPY250602C00582000,2025-05-28 20:14:26+00:00,582.0,8.32,8.29,8.38,-2.0,-19.379845,21.0,482.0,0.18311363769531247,True,REGULAR,USD,2025-06-02,call
SPY250602C00583000,2025-05-28 20:00:19+00:00,583.0,7.1,7.57,7.65,-3.5499997,-33.333332,192.0,502.0,0.18030604858398439,True,REGULAR,USD,2025-06-02,call
SPY250602C00584000,2025-05-28 19:56:18+00:00,584.0,6.92,6.89,6.96,-2.21,-24.205914,129.0,344.0,0.17798673583984376,True,REGULAR,USD,2025-06-02,call
SPY250602C00585000,2025-05-28 20:00:15+00:00,585.0,5.95,6.23,6.3,-2.54,-29.917551,1442.0,1587.0,0.1757894921875,True,REGULAR,USD,2025-06-02,call
SPY250602C00586000,2025-05-28 19:55:34+00:00,586.0,5.25,5.61,5.67,-2.9499998,-35.975605,116.0,392.0,0.1735312139892578,True,REGULAR,USD,2025-06-02,call
SPY250602C00587000,2025-05-28 20:12:26+00:00,587.0,5.09,5.02,5.07,-2.42,-32.2237,402.0,446.0,0.1712119012451172,True,REGULAR,USD,2025-06-02,call
SPY250602C00588000,2025-05-28 20:14:53+00:00,588.0,4.48,4.47,4.5,-2.12,-32.121212,2235.0,407.0,0.16883155395507815,False,REGULAR,USD,2025-06-02,call
SPY250602C00589000,2025-05-28 20:12:33+00:00,589.0,3.97,3.95,3.98,-1.8500001,-31.786943,4619.0,931.0,0.1669394830322266,False,REGULAR,USD,2025-06-02,call
SPY250602C00590000,2025-05-28 20:14:48+00:00,590.0,3.48,3.47,3.5,-2.12,-37.85714,5207.0,1939.0,0.16529155029296877,False,REGULAR,USD,2025-06-02,call
SPY250602C00591000,2025-05-28 20:08:45+00:00,591.0,3.17,3.02,3.05,-1.8800001,-37.227726,3257.0,746.0,0.16339947937011723,False,REGULAR,USD,2025-06-02,call
SPY250602C00592000,2025-05-28 20:14:56+00:00,592.0,2.62,2.62,2.65,-1.8499999,-41.387024,6993.0,3039.0,0.16205671936035154,False,REGULAR,USD,2025-06-02,call
SPY250602C00593000,2025-05-28 20:14:38+00:00,593.0,2.28,2.25,2.28,-1.71,-42.857143,2773.0,793.0,0.16053085571289064,False,REGULAR,USD,2025-06-02,call
SPY250602C00594000,2025-05-28 20:13:52+00:00,594.0,1.95,1.92,1.95,-1.53,-43.965515,1275.0,714.0,0.159188095703125,False,REGULAR,USD,2025-06-02,call
SPY250602C00595000,2025-05-28 20:13:27+00:00,595.0,1.62,1.62,1.65,-1.37,-45.819397,5599.0,1284.0,0.15760119750976562,False,REGULAR,USD,2025-06-02,call
SPY250602C00596000,2025-05-28 20:14:21+00:00,596.0,1.38,1.36,1.39,-1.2299999,-47.126434,1622.0,718.0,0.15650257568359377,False,REGULAR,USD,2025-06-02,call
SPY250602C00597000,2025-05-28 20:12:23+00:00,597.0,1.16,1.13,1.16,-1.0600001,-47.74775,2234.0,501.0,0.15528188476562502,False,REGULAR,USD,2025-06-02,call
SPY250602C00598000,2025-05-28 20:14:51+00:00,598.0,0.95,0.93,0.95,-0.95,-50.0,943.0,369.0,0.15357291748046875,False,REGULAR,USD,2025-06-02,call
SPY250602C00599000,2025-05-28 20:10:40+00:00,599.0,0.79,0.76,0.78,-0.81,-50.625,1020.0,392.0,0.1524742956542969,False,REGULAR,USD,2025-06-02,call
SPY250602C00600000,2025-05-28 20:14:56+00:00,600.0,0.63,0.61,0.63,-0.67999995,-51.908394,5181.0,3161.0,0.15125360473632815,False,REGULAR,USD,2025-06-02,call
SPY250602C00601000,2025-05-28 20:14:38+00:00,601.0,0.49,0.49,0.51,-0.63,-56.25,535.0,574.0,0.15039912109375003,False,REGULAR,USD,2025-06-02,call
SPY250602C00602000,2025-05-28 20:14:55+00:00,602.0,0.4,0.39,0.4,-0.49999997,-55.555553,1438.0,1829.0,0.1489342919921875,False,REGULAR,USD,2025-06-02,call
SPY250602C00603000,2025-05-28 20:14:53+00:00,603.0,0.32,0.31,0.32,-0.41000003,-56.164387,1433.0,3747.0,0.148446015625,False,REGULAR,USD,2025-06-02,call
SPY250602C00604000,2025-05-28 20:13:32+00:00,604.0,0.25,0.23,0.25,-0.32999998,-56.896553,890.0,1556.0,0.147469462890625,False,REGULAR,USD,2025-06-02,call
SPY250602C00605000,2025-05-28 20:14:34+00:00,605.0,0.17,0.18,0.19,-0.3,-63.82979,1442.0,2680.0,0.14624877197265623,False,REGULAR,USD,2025-06-02,call
SPY250602C00606000,2025-05-28 20:06:37+00:00,606.0,0.15,0.13,0.14,-0.19999999,-57.142853,351.0,817.0,0.1445398046875,False,REGULAR,USD,2025-06-02,call
SPY250602C00607000,2025-05-28 20:13:08+00:00,607.0,0.11,0.1,0.11,-0.17,-60.714287,299.0,1057.0,0.1445398046875,False,REGULAR,USD,2025-06-02,call
SPY250602C00608000,2025-05-28 20:13:35+00:00,608.0,0.08,0.07,0.08,-0.14,-63.636364,261.0,670.0,0.1430749755859375,False,REGULAR,USD,2025-06-02,call
SPY250602C00609000,2025-05-28 20:11:12+00:00,609.0,0.06,0.05,0.06,-0.06,-50.0,421.0,360.0,0.14258669921875,False,REGULAR,USD,2025-06-02,call
SPY250602C00610000,2025-05-28 20:04:35+00:00,610.0,0.04,0.04,0.05,-0.07,-63.636364,1642.0,1365.0,0.1445398046875,False,REGULAR,USD,2025-06-02,call
SPY250602C00611000,2025-05-28 20:03:17+00:00,611.0,0.03,0.03,0.04,-0.060000002,-66.666664,555.0,281.0,0.145516357421875,False,REGULAR,USD,2025-06-02,call
SPY250602C00612000,2025-05-28 20:00:21+00:00,612.0,0.02,0.02,0.03,-0.05,-71.42857,535.0,119.0,0.145516357421875,False,REGULAR,USD,2025-06-02,call
SPY250602C00613000,2025-05-28 20:13:42+00:00,613.0,0.02,0.01,0.02,-0.02,-50.0,1415.0,380.0,0.143563251953125,False,REGULAR,USD,2025-06-02,call
SPY250602C00614000,2025-05-28 17:36:34+00:00,614.0,0.03,0.01,0.02,-0.01,-25.0,440.0,284.0,0.148446015625,False,REGULAR,USD,2025-06-02,call
SPY250602C00615000,2025-05-28 19:52:13+00:00,615.0,0.02,0.01,0.02,-0.01,-33.333336,443.0,880.0,0.15332877929687502,False,REGULAR,USD,2025-06-02,call
SPY250602C00616000,2025-05-28 20:12:10+00:00,616.0,0.01,0.01,0.02,-0.01,-50.0,15.0,277.0,0.15821154296875,False,REGULAR,USD,2025-06-02,call
SPY250602C00617000,2025-05-28 15:55:38+00:00,617.0,0.03,0.0,0.02,0.0,0.0,30.0,63.0,0.16309430664062502,False,REGULAR,USD,2025-06-02,call
SPY250602C00618000,2025-05-28 18:16:47+00:00,618.0,0.02,0.0,0.01,-0.01,-33.333336,605.0,47.0,0.1562584375,False,REGULAR,USD,2025-06-02,call
SPY250602C00619000,2025-05-28 13:39:21+00:00,619.0,0.02,0.0,0.01,0.0,0.0,56.0,208.0,0.1601646484375,False,REGULAR,USD,2025-06-02,call
SPY250602C00620000,2025-05-28 17:17:42+00:00,620.0,0.02,0.0,0.01,0.0,0.0,33.0,626.0,0.16407085937500002,False,REGULAR,USD,2025-06-02,call
SPY250602C00621000,2025-05-28 20:00:04+00:00,621.0,0.01,0.0,0.01,0.0,0.0,6.0,246.0,0.16797707031250003,False,REGULAR,USD,2025-06-02,call
SPY250602C00622000,2025-05-27 14:02:46+00:00,622.0,0.02,0.0,0.01,0.0,0.0,100.0,112.0,0.17383638671875,False,REGULAR,USD,2025-06-02,call
SPY250602C00623000,2025-05-27 14:36:18+00:00,623.0,0.01,0.0,0.01,0.0,0.0,10.0,30.0,0.179695703125,False,REGULAR,USD,2025-06-02,call
SPY250602C00624000,2025-05-21 16:05:40+00:00,624.0,0.09,0.0,0.01,0.0,0.0,,1.0,0.18360191406249998,False,REGULAR,USD,2025-06-02,call
SPY250602C00625000,2025-05-28 18:52:57+00:00,625.0,0.01,0.0,0.01,0.0,0.0,65.0,426.0,0.187508125,False,REGULAR,USD,2025-06-02,call
SPY250602C00630000,2025-05-28 18:35:20+00:00,630.0,0.01,0.0,0.01,0.0,0.0,3.0,246.0,0.21094539062499998,False,REGULAR,USD,2025-06-02,call
SPY250602C00635000,2025-05-28 19:55:36+00:00,635.0,0.01,0.0,0.01,0.0,0.0,4.0,397.0,0.2304764453125,False,REGULAR,USD,2025-06-02,call
SPY250602C00640000,2025-05-27 13:34:40+00:00,640.0,0.01,0.0,0.01,0.0,0.0,132.0,175.0,0.2500075,False,REGULAR,USD,2025-06-02,call
SPY250602C00645000,2025-05-23 13:42:22+00:00,645.0,0.01,0.0,0.01,0.0,0.0,25.0,30.0,0.273444765625,False,REGULAR,USD,2025-06-02,call
SPY250602P00530000,2025-05-28 19:10:06+00:00,530.0,0.01,0.02,0.03,-0.03,-75.0,124.0,1112.0,0.335944140625,False,REGULAR,USD,2025-06-02,put
SPY250602P00535000,2025-05-28 19:55:53+00:00,535.0,0.03,0.02,0.03,-0.020000001,-40.000004,43.0,1864.0,0.3086006640625,False,REGULAR,USD,2025-06-02,put
SPY250602P00540000,2025-05-28 19:46:16+00:00,540.0,0.03,0.03,0.04,-0.03,-50.0,261.0,923.0,0.2910227148437499,False,REGULAR,USD,2025-06-02,put
SPY250602P00545000,2025-05-28 18:21:17+00:00,545.0,0.03,0.03,0.04,-0.020000001,-40.000004,94.0,372.0,0.26270268554687504,False,REGULAR,USD,2025-06-02,put
SPY250602P00550000,2025-05-28 20:11:19+00:00,550.0,0.05,0.04,0.05,-0.02,-28.571428,155.0,2470.0,0.24024197265624997,False,REGULAR,USD,2025-06-02,put
SPY250602P00551000,2025-05-28 14:00:43+00:00,551.0,0.07,0.05,0.06,-0.030000001,-30.0,321.0,396.0,0.24024197265624997,False,REGULAR,USD,2025-06-02,put
SPY250602P00552000,2025-05-28 18:16:30+00:00,552.0,0.05,0.05,0.06,-0.05,-50.0,9.0,305.0,0.23438265625,False,REGULAR,USD,2025-06-02,put
SPY250602P00553000,2025-05-28 18:06:25+00:00,553.0,0.05,0.05,0.07,-0.06999999,-58.333332,3.0,441.0,0.233406103515625,False,REGULAR,USD,2025-06-02,put
SPY250602P00554000,2025-05-28 19:22:00+00:00,554.0,0.05,0.06,0.07,-0.06999999,-58.333332,29.0,135.0,0.22754678710937498,False,REGULAR,USD,2025-06-02,put
SPY250602P00555000,2025-05-28 20:10:05+00:00,555.0,0.07,0.07,0.08,-0.020000003,-22.222223,118.0,731.0,0.225593681640625,False,REGULAR,USD,2025-06-02,put
SPY250602P00556000,2025-05-28 14:52:06+00:00,556.0,0.11,0.07,0.08,0.009999998,9.999997,140.0,572.0,0.21973436523437498,False,REGULAR,USD,2025-06-02,put
SPY250602P00557000,2025-05-28 20:07:36+00:00,557.0,0.08,0.08,0.09,-0.060000002,-42.857143,56.0,2153.0,0.21680470703125,False,REGULAR,USD,2025-06-02,put
SPY250602P00558000,2025-05-28 20:08:31+00:00,558.0,0.08,0.09,0.1,-0.04,-33.333336,161.0,233.0,0.213875048828125,False,REGULAR,USD,2025-06-02,put
SPY250602P00559000,2025-05-28 20:12:43+00:00,559.0,0.1,0.09,0.11,-0.019999996,-16.666662,133.0,204.0,0.21094539062499998,False,REGULAR,USD,2025-06-02,put
SPY250602P00560000,2025-05-28 20:13:28+00:00,560.0,0.12,0.1,0.12,-0.020000003,-14.285716,3074.0,1523.0,0.20703917968749996,False,REGULAR,USD,2025-06-02,put
SPY250602P00561000,2025-05-28 20:07:58+00:00,561.0,0.12,0.12,0.13,-0.030000009,-20.000006,55.0,543.0,0.20313296874999998,False,REGULAR,USD,2025-06-02,put
SPY250602P00562000,2025-05-28 20:13:56+00:00,562.0,0.14,0.13,0.14,-0.019999996,-12.499997,239.0,595.0,0.1992267578125,False,REGULAR,USD,2025-06-02,put
SPY250602P00563000,2025-05-28 20:00:45+00:00,563.0,0.15,0.15,0.16,-0.019999996,-11.764703,20.0,447.0,0.19678537597656248,False,REGULAR,USD,2025-06-02,put
SPY250602P00564000,2025-05-28 19:59:49+00:00,564.0,0.15,0.17,0.18,-0.049999997,-24.999998,263.0,356.0,0.19409985595703128,False,REGULAR,USD,2025-06-02,put
SPY250602P00565000,2025-05-28 20:06:51+00:00,565.0,0.19,0.19,0.2,-0.019999996,-9.523808,1320.0,2613.0,0.1909260595703125,False,REGULAR,USD,2025-06-02,put
SPY250602P00566000,2025-05-28 20:14:43+00:00,566.0,0.23,0.22,0.23,0.0,0.0,653.0,581.0,0.18872881591796875,False,REGULAR,USD,2025-06-02,put
SPY250602P00567000,2025-05-28 20:13:27+00:00,567.0,0.27,0.25,0.27,0.01000002,3.8461618,767.0,668.0,0.187508125,False,REGULAR,USD,2025-06-02,put
SPY250602P00568000,2025-05-28 20:08:32+00:00,568.0,0.29,0.29,0.31,0.00999999,3.5714252,213.0,1576.0,0.18531088134765622,False,REGULAR,USD,2025-06-02,put
SPY250602P00569000,2025-05-28 20:14:37+00:00,569.0,0.35,0.34,0.35,-0.030000001,-7.894737,160.0,219.0,0.18262536132812499,False,REGULAR,USD,2025-06-02,put
SPY250602P00570000,2025-05-28 20:14:58+00:00,570.0,0.39,0.39,0.4,0.029999971,8.333325,3687.0,1928.0,0.18042811767578126,False,REGULAR,USD,2025-06-02,put
SPY250602P00571000,2025-05-28 20:09:29+00:00,571.0,0.43,0.46,0.48,0.050000012,13.157897,436.0,750.0,0.18030604858398439,False,REGULAR,USD,2025-06-02,put
SPY250602P00572000,2025-05-28 20:09:09+00:00,572.0,0.51,0.53,0.55,0.060000002,13.333334,286.0,678.0,0.1782308740234375,False,REGULAR,USD,2025-06-02,put
SPY250602P00573000,2025-05-28 20:14:42+00:00,573.0,0.64,0.62,0.64,0.089999974,16.36363,342.0,281.0,0.17701018310546873,False,REGULAR,USD,2025-06-02,put
SPY250602P00574000,2025-05-28 20:07:16+00:00,574.0,0.7,0.72,0.74,0.13,22.807018,1378.0,358.0,0.17554535400390625,False,REGULAR,USD,2025-06-02,put
SPY250602P00575000,2025-05-28 20:14:05+00:00,575.0,0.83,0.83,0.85,0.18,27.692308,2019.0,2495.0,0.17383638671875,False,REGULAR,USD,2025-06-02,put
SPY250602P00576000,2025-05-28 20:13:38+00:00,576.0,0.98,0.96,0.98,0.26,36.11111,1718.0,412.0,0.17237155761718753,False,REGULAR,USD,2025-06-02,put
SPY250602P00577000,2025-05-28 20:13:55+00:00,577.0,1.1,1.1,1.13,0.29000002,35.80247,675.0,364.0,0.17115086669921875,False,REGULAR,USD,2025-06-02,put
SPY250602P00578000,2025-05-28 20:13:17+00:00,578.0,1.29,1.26,1.29,0.36999995,40.21739,1669.0,629.0,0.1694418994140625,False,REGULAR,USD,2025-06-02,put
SPY250602P00579000,2025-05-28 20:14:47+00:00,579.0,1.45,1.45,1.47,0.3900001,36.792465,1436.0,625.0,0.16773293212890628,False,REGULAR,USD,2025-06-02,put
SPY250602P00580000,2025-05-28 20:11:54+00:00,580.0,1.59,1.65,1.67,0.4100001,34.74577,3954.0,1711.0,0.16590189575195316,False,REGULAR,USD,2025-06-02,put
SPY250602P00581000,2025-05-28 20:12:30+00:00,581.0,1.89,1.87,1.9,0.42999995,29.452051,641.0,591.0,0.1643760321044922,False,REGULAR,USD,2025-06-02,put
